week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp,Outbreak
8,16,271,0,40.0,0.0,26,4,2022,13.0070817,76.0992703,0.004949535238,10.0,303.745,0
8,16,636,0,85.0,0.0,7,5,2022,13.9326093,75.574978,0.01528495932,16.0,302.1966666,1
9,6,241,0,33.0,0.0,13,5,2022,20.52684285,82.187831,0.1969795804,11.0,307.805,0
9,6,300,0,57.0,0.0,7,5,2022,21.9671264,82.66472425,0.003964035342,9.0,311.408,1
9,11,493,0,47.0,0.0,15,5,2022,20.952407,72.9323831,8.75e-05,3.0,307.56333340000003,0
9,16,319,6,144.0,0.0,7,5,2022,17.166667,77.083333,0.006687553635,3.0,318.132,1
9,16,722,0,13.0,0.0,13,5,2022,13.3400771,77.1006208,0.44945788,9.0,303.58,0
9,17,221,0,65.0,0.0,9,5,2022,9.98408,76.2741457,0.5794966868,10.907142857142857,300.8066666,1
9,17,385,0,100.0,0.0,8,5,2022,11.2450558,75.7754716,0.595196898,10.907142857142857,304.519530549969,1
9,19,460,0,15.0,0.0,13,5,2022,26.166667,77.5,0.0002114471021,3.0,316.4866666,0
9,20,291,7,9.0,1.0,6,5,2022,20.84288265,75.52612464,0.0001810070481,4.0,319.8166666,0
9,25,239,0,22.0,0.0,10,5,2022,19.4129711,85.04710406,0.4621250320674176,11.0,302.8666666,0
9,27,595,0,18.0,0.0,11,5,2022,30.7041168,76.7176885,0.03361474363,7.0,307.8933334,0
9,28,104,0,27.0,0.0,12,5,2022,28.0159286,73.3171367,8.15e-05,2.0,321.53000000000003,0
9,30,746,0,15.0,0.0,6,5,2022,12.7948109,79.0006411,0.1081991632,10.0,308.48400000000004,0
9,35,294,7,272.0,0.0,8,5,2022,26.4733048,88.67886686,0.2161416423,10.907142857142857,304.6,1
9,20,646,16,5.0,0.0,4,5,2022,16.1357193,73.6522086,0.01160296462,19.0,305.68333340000004,0
9,16,271,0,20.0,0.0,9,5,2022,13.0070817,76.0992703,0.1548253362,10.907142857142857,302.324,0
11,1,540,0,29.0,0.0,15,5,2022,15.6589741,79.47164373,0.9649838386,6.0,308.2466666,0
11,3,725,0,14.0,0.0,17,5,2022,26.77253155,92.10641749,2.407587488,10.907142857142857,300.92,0
11,17,13,7,7.0,0.0,17,5,2022,9.5006651,76.41241429,1.823726827,10.907142857142857,304.519530549969,0
11,17,699,7,7.0,0.0,13,5,2022,8.4882267,76.947551,0.3247661756,12.0,302.87,0
11,17,769,0,22.0,0.0,13,5,2022,11.715219,76.12690295,0.6217835649,6.0,301.55,0
11,16,51,0,22.0,0.0,17,5,2022,15.2485413,76.8323648,0.2310053668,10.907142857142857,312.53000000000003,0
11,20,548,7,21.0,0.0,16,5,2022,18.521428,73.8544541,0.008698042455,10.907142857142857,309.265,0
11,33,455,0,12.0,0.0,18,5,2022,25.1010477,82.62574936,0.0004174087149,4.0,313.0,0
11,16,721,0,13.0,0.0,11,5,2022,13.3400771,77.1006208,0.1539146664,9.0,304.56,0
11,20,548,7,12.0,0.0,23,4,2022,18.521428,73.8544541,0.01502899002,10.907142857142857,314.96,0
11,22,775,0,110.0,0.0,12,5,2022,25.4425965,92.29882747,1.120595492,17.0,302.0133334,1
11,22,775,0,60.0,0.0,1,5,2022,25.4425965,92.29882747,0.7205701934,10.907142857142857,300.456,1
12,2,776,0,37.0,0.0,27,5,2022,27.4,92.35,1.087377988,18.0,291.86,0
12,17,385,0,42.0,0.0,24,5,2022,11.2450558,75.7754716,2.568560169,10.907142857142857,304.519530549969,0
12,17,515,0,29.0,0.0,23,5,2022,10.78789845,76.47408711,1.851591895,10.0,296.47,0
12,19,584,0,113.0,0.0,22,5,2022,23.4805919,74.91931943,2.79e-05,3.0,317.87,1
12,20,133,15,13.0,1.0,25,5,2022,20.0967555,79.50454752,0.006072435084,10.907142857142857,314.545,0
12,25,192,0,37.0,0.0,23,5,2022,20.75,85.5,0.006900563323,16.0,305.02,0
12,26,338,0,113.0,0.0,26,5,2022,10.91571,79.8375761,0.03765778924,11.0,306.88,1
12,33,612,0,21.0,1.0,21,5,2022,25.3560294,82.50057725,0.03582953885,4.0,311.22400000000005,0
12,16,730,7,92.0,0.0,17,5,2022,13.3419169,74.7473232,0.8331679728,10.907142857142857,302.55,1
12,17,515,7,18.0,0.0,3,5,2022,10.78789845,76.47408711,0.7507618224,11.0,302.5066666,0
12,27,530,0,218.0,2.0,11,4,2022,30.2090874,76.33987209,0.0004382394791,5.0,311.5233334,1
13,3,46,0,15.0,0.0,31,5,2022,26.62758805,91.46190527,0.1341413536,29.0,301.835,0
13,11,140,0,203.0,0.0,29,6,2022,22.3148736,74.0141067,0.2976319834,5.0,309.9733334,1
13,12,263,0,6.0,0.0,30,5,2022,28.4646148,77.0299194,0.06665708229,5.0,303.99333340000004,0
13,16,319,0,16.0,0.0,1,6,2022,17.166667,77.083333,0.009536169368,10.907142857142857,315.56,0
13,16,470,0,41.0,0.0,30,5,2022,12.3051828,76.6553609,0.1448342286,12.0,301.868,0
13,16,560,0,321.0,3.0,29,5,2022,16.083333,77.166667,0.0016348589,4.0,310.876,1
13,16,751,3,13.0,0.0,1,6,2022,16.666667,75.916667,0.00807218942,10.907142857142857,312.47200000000004,0
13,17,13,0,9.0,0.0,27,5,2022,9.5006651,76.41241429,0.8318191286,24.0,299.235,0
13,19,264,0,48.0,0.0,17,3,2022,26.2037247,78.1573628,0.00012831976,8.0,307.3266666,0
13,19,460,0,4.0,0.0,31,5,2022,26.166667,77.5,0.005249182568,3.0,311.6,0
13,19,490,0,136.0,2.0,31,5,2022,22.9467047,79.1980228,0.02829364721,9.0,308.0733334,1
13,19,630,0,56.0,0.0,4,6,2022,25.6656611,76.6954843,2.4e-05,4.0,313.59000000000003,1
13,20,232,15,310.0,1.0,29,5,2022,19.75907035,80.16228073,0.00876199396,10.0,311.0866666,1
13,20,478,0,41.0,0.0,1,6,2022,21.1498134,79.0820556,0.03655443505,10.907142857142857,313.49333340000004,0
13,20,548,0,97.0,0.0,20,5,2022,18.521428,73.8544541,0.009360110755,6.0,310.9133334,1
13,20,615,3,5.0,0.0,31,5,2022,17.63612885,74.29827808,0.005179040241,5.0,315.36400000000003,0
13,25,443,0,73.0,0.0,31,5,2022,21.75,86.5,0.1835894759,14.0,304.444,1
13,30,189,0,24.0,0.0,3,6,2022,12.09680475,78.19304301,0.08874493976,13.0,306.105,0
13,30,324,0,40.0,0.0,30,5,2022,11.7406259,78.9637131,0.2016062298,12.0,306.932,0
13,30,694,0,9.0,0.0,3,6,2022,10.7860267,79.1381497,0.1644044216,9.0,310.305,0
13,34,728,0,39.0,0.0,30,5,2022,29.0480988,79.43131332,0.1078197664,28.0,300.28000000000003,0
13,33,642,0,30.0,1.0,31,5,2022,27.25264095,82.86964796,0.05871040047,5.0,308.695,0
13,1,486,0,21.0,1.0,16,5,2022,15.52481495,78.41517104,0.4907972928,10.907142857142857,303.26,0
13,2,736,15,36.0,0.0,12,5,2022,28.73120455,95.03773151,1.142611934,25.0,296.955,0
13,6,300,0,33.0,0.0,23,5,2022,21.9671264,82.66472425,0.01173879236,9.0,311.144,0
13,15,580,0,21.0,0.0,20,5,2022,23.3700501,85.3250387,0.06576300589,8.0,308.388,0
13,17,699,0,11.0,0.0,26,5,2022,8.4882267,76.947551,0.7205429192,32.0,300.48,0
14,3,197,0,18.0,0.0,10,6,2022,27.4844597,94.9019447,0.8621149921,10.907142857142857,294.68,0
14,3,341,0,54.0,0.0,9,6,2022,26.0,93.5,1.127105814,10.907142857142857,304.519530549969,1
14,3,660,7,2.0,0.0,3,6,2022,26.76777075,92.70140886,0.5937271413,9.0,301.796,0
14,6,301,0,12.0,0.0,7,6,2022,22.76678355,83.95304519,0.002634188494,15.0,307.896,0
14,11,315,0,25.0,0.0,6,6,2022,21.5174104,70.4642754,0.0008335765121,4.0,315.92400000000004,0
14,15,782,0,4.0,0.0,6,6,2022,22.7859232,86.1716093,0.1341750695,11.0,306.05333340000004,0
14,17,699,0,9.0,0.0,7,6,2022,8.4882267,76.947551,0.3557420819,25.0,300.896,0
14,19,100,0,32.0,0.0,7,6,2022,23.2584857,77.401989,4.81e-05,6.0,316.18333340000004,0
14,19,460,0,12.0,0.0,7,6,2022,26.166667,77.5,4.75e-05,3.0,318.4833334,0
14,20,133,15,3.0,1.0,4,6,2022,20.0967555,79.50454752,0.006238415131,6.0,311.32,0
14,20,405,0,21.0,0.0,7,6,2022,18.35159075,76.75542361,0.02719165232,2.0,312.02500000000003,0
14,20,615,3,5.0,0.0,3,6,2022,17.63612885,74.29827808,0.0292018731,5.0,311.508,0
14,25,364,0,7.0,0.0,10,6,2022,20.22564715,85.56059465,0.001571475845,10.907142857142857,308.04,0
14,28,97,0,160.0,0.0,8,6,2022,25.48877345,74.69961284,5.06e-05,3.0,316.99333340000004,1
14,30,189,0,26.0,0.0,3,6,2022,12.09680475,78.19304301,0.08874493976,13.0,306.105,0
14,30,709,0,7.0,0.0,6,6,2022,10.7992254,78.6811423,0.05825984009,9.0,308.19,0
14,30,709,6,17.0,0.0,6,6,2022,10.7992254,78.6811423,0.05825984009,9.0,308.19,0
14,30,709,0,17.0,0.0,6,6,2022,10.7992254,78.6811423,0.05825984009,9.0,308.19,0
14,1,486,0,10.0,0.0,31,5,2022,15.52481495,78.41517104,0.0003646042804,16.0,307.456,0
14,16,41,6,169.0,1.0,31,5,2022,13.058135,77.50646228,0.04676073172,12.0,302.68333340000004,1
14,17,221,7,69.0,0.0,24,4,2022,9.98408,76.2741457,0.3389977729,26.0,302.5733334,1
14,20,291,3,9.0,0.0,23,5,2022,20.84288265,75.52612464,0.0002075557817,3.0,315.88,0
14,30,691,7,19.0,0.0,20,5,2022,9.0318958,77.36536125,0.4864043787,7.0,314.98,0
15,6,53,0,8.0,1.0,15,6,2022,20.73218365,81.14335738,0.09105455212,9.0,312.90000000000003,0
15,13,656,7,34.0,0.0,10,6,2022,30.92589585,77.08200509,7.63e-05,10.907142857142857,305.7866666,0
15,15,220,0,21.0,1.0,11,6,2022,22.8092139,86.2091549,0.08390716839,10.0,306.504,0
15,16,144,0,37.0,0.0,11,6,2022,13.5,75.5,0.1975323486,22.0,297.78000000000003,0
15,16,636,0,45.0,0.0,13,6,2022,13.9326093,75.574978,0.1825781613,12.0,301.66,0
15,16,372,0,13.0,0.0,14,6,2022,13.1367201,78.1337246,0.1031526961,13.0,305.2066666,0
15,16,164,0,18.0,0.0,13,6,2022,12.9324457,74.9813132,1.388208146,12.0,301.76,0
15,16,436,0,14.0,0.0,12,6,2022,12.5238888,76.8961961,0.0585492164,9.0,303.26,0
15,16,751,3,16.0,0.0,12,6,2022,16.666667,75.916667,0.1594723727,4.0,306.66400000000004,0
15,16,142,7,28.0,1.0,8,6,2022,13.6102243,77.5127721,0.3458920887,10.0,304.065,0
15,19,588,0,20.0,1.0,12,6,2022,24.756718,81.65493469,0.0004349343701,4.0,315.416,0
15,20,254,15,47.0,1.0,13,6,2022,21.455228,80.1962729,0.02882213092,7.0,311.61,0
15,20,478,0,47.0,0.0,15,6,2022,21.1498134,79.0820556,0.1443727443,3.0,317.6,0
15,27,530,0,283.0,0.0,15,6,2022,30.2090874,76.33987209,0.01315846829,3.0,312.0266666,1
15,33,353,0,8.0,2.0,16,6,2022,25.53609455,81.44672839,0.01293798244,5.0,311.985,0
10,17,221,0,92.0,0.0,1,1,2021,9.98408,76.2741457,0.1837852273,34.0,302.30400000000003,1
10,30,189,0,17.0,0.0,4,1,2022,12.09680475,78.19304301,0.1122425766,15.0,298.36,0
21,26,543,7,6.0,0.0,11,1,2021,11.9340568,79.8306447,0.8757740871,8.0,300.28000000000003,0
32,16,560,0,13.0,0.0,20,1,2021,16.083333,77.166667,2.27e-05,8.0,304.4033334,0
32,16,142,0,61.0,0.0,24,1,2021,13.6102243,77.5127721,0.0009201762932,10.907142857142857,303.09000000000003,1
32,16,44,3,18.0,0.0,17,1,2021,16.1853166,75.6967919,5.22e-05,10.907142857142857,304.2133334,0
32,16,51,0,47.0,1.0,20,1,2021,15.2485413,76.8323648,2.27e-05,8.0,303.2133334,0
32,20,232,15,2.0,1.0,20,1,2021,19.75907035,80.16228073,2.27e-05,13.0,302.15000000000003,0
32,27,530,0,41.0,0.0,18,1,2021,30.2090874,76.33987209,0.002698492666,16.0,291.34000000000003,0
32,35,504,0,62.0,0.0,18,1,2021,22.642931,88.8930579,7.19e-05,6.0,293.5066666,1
43,16,51,0,14.0,0.0,26,1,2021,15.2485413,76.8323648,7.83e-06,7.0,306.288,0
43,17,221,0,23.0,0.0,25,1,2021,9.98408,76.2741457,0.2918351825,10.907142857142857,301.948,0
43,20,232,15,10.0,1.0,26,1,2021,19.75907035,80.16228073,7.83e-06,14.0,302.7,0
43,26,543,7,13.0,0.0,25,1,2021,11.9340568,79.8306447,0.05978804278,10.907142857142857,300.11,0
43,30,760,7,7.0,0.0,25,1,2021,9.4477045,77.8000434,0.08665667543,10.907142857142857,301.34000000000003,0
48,13,105,0,309.0,0.0,6,2,2021,31.3380959,76.7611631,0.2279965979,12.0,287.772,1
48,16,123,3,15.0,0.0,2,1,2021,11.9346006,76.9328209,0.2146496303,16.0,302.82,0
48,16,271,0,14.0,0.0,1,2,2021,13.0070817,76.0992703,0.0006280313912,10.907142857142857,304.448,0
48,16,436,0,26.0,0.0,4,2,2021,12.5238888,76.8961961,0.0001563311037,8.0,303.812,0
48,16,560,0,18.0,0.0,5,2,2021,16.083333,77.166667,7.82e-05,7.0,306.61333340000004,0
48,20,615,3,20.0,0.0,25,1,2021,17.63612885,74.29827808,8.27e-06,10.907142857142857,306.4833334,0
48,20,693,15,2.0,1.0,6,1,2021,19.1943294,72.9701779,0.02576509704,12.0,302.99,0
48,22,217,0,5.0,2.0,27,1,2021,25.40237355,91.83254097,0.01593984196,25.0,291.3166666,0
48,22,666,0,15.0,0.0,7,1,2021,25.347969,90.56577726,3.76e-05,37.0,293.2133334,0
48,25,109,3,5.0,0.0,30,1,2021,20.7502257,83.2499464,0.008809665092,9.0,302.44,0
48,25,288,0,35.0,0.0,4,2,2021,20.8522696,86.3385714,7.82e-05,5.0,299.9866666,0
48,25,551,0,350.0,0.0,6,2,2021,19.8076083,85.8252538,0.003205307448,9.0,301.12,1
48,3,248,0,13.0,0.0,15,1,2021,26.1783623,90.6226683,0.0417289438,17.0,294.5933334,0
49,16,190,7,3.0,0.0,9,2,2021,15.4540505,75.0066516,8.81e-05,10.907142857142857,306.96,0
49,20,615,3,19.0,0.0,5,2,2021,17.63612885,74.29827808,7.82e-05,7.0,305.836,0
49,20,693,3,2.0,0.0,30,1,2021,19.1943294,72.9701779,3.79e-05,10.0,304.7766666,0
49,35,554,0,25.0,0.0,8,2,2021,23.3291882,86.3672378,0.02399720849,4.0,299.0,0
50,16,102,3,30.0,0.0,20,2,2021,18.083333,77.333333,0.02307911892,4.0,308.84000000000003,0
50,20,615,7,19.0,0.0,16,2,2021,17.63612885,74.29827808,5.4e-05,6.0,307.9866666,0
51,1,392,0,24.0,1.0,20,2,2021,15.8309251,78.0425373,0.007255567001,8.0,306.6,0
51,16,372,0,43.0,0.0,23,2,2021,13.1367201,78.1337246,0.1233345256,8.0,303.528,0
51,26,543,0,108.0,0.0,22,2,2021,11.9340568,79.8306447,0.1317422113,8.0,303.5733334,1
51,30,546,0,41.0,0.0,22,2,2021,10.3826515,78.8191259,0.07038244234,7.0,302.62,0
51,19,188,0,10.0,1.0,12,2,2022,22.5,75.25,8.29e-05,13.0,301.496,0
51,1,26,0,30.0,0.0,5,3,2021,14.6546235,77.55625984,3.87e-05,10.907142857142857,313.216,0
51,26,543,7,11.0,0.0,1,3,2021,11.9340568,79.8306447,0.00108310766,10.0,306.952,0
51,30,534,0,14.0,0.0,6,3,2021,11.2287716,78.81825555,0.0007425420286,10.907142857142857,310.0666666,0
51,35,274,0,29.0,0.0,6,3,2021,22.9052114,88.3760639,6.9e-05,10.907142857142857,303.87,0
51,17,221,0,26.0,0.0,24,2,2021,9.98408,76.2741457,0.077130138,37.0,303.536,0
52,1,26,0,30.0,0.0,5,3,2021,14.6546235,77.55625984,3.87e-05,10.907142857142857,313.216,0
52,26,543,7,11.0,0.0,1,3,2021,11.9340568,79.8306447,0.00108310766,10.0,306.952,0
52,30,534,0,14.0,0.0,6,3,2021,11.2287716,78.81825555,0.0007425420286,10.907142857142857,310.0666666,0
52,35,274,0,29.0,0.0,6,3,2021,22.9052114,88.3760639,6.9e-05,10.907142857142857,303.87,0
0,35,274,0,43.0,0.0,8,3,2020,22.9052114,88.3760639,0.2020248538,12.0,298.785,0
1,22,777,0,37.0,0.0,12,3,2021,25.58173695,91.28910306,0.2810213627,23.0,297.5,0
1,35,555,0,255.0,0.0,16,3,2021,23.19989585,86.3209473,0.219921134,6.0,307.012,1
1,35,662,0,122.0,0.0,9,3,2021,22.5760669,88.42006758,0.001902199772,8.0,304.2066666,1
2,20,615,0,80.0,0.0,21,3,2021,17.63612885,74.29827808,0.002590515235,10.907142857142857,313.772,1
2,22,589,0,32.0,0.0,22,3,2021,25.87640255,91.85675742,0.006461681559,10.907142857142857,300.0933334,0
2,25,322,0,12.0,0.0,25,3,2021,19.75,83.0,0.02773092518,8.0,310.964,0
2,35,662,0,57.0,0.0,25,3,2021,22.5760669,88.42006758,0.01950165728,11.0,304.40000000000003,1
2,35,662,0,32.0,0.0,22,3,2021,22.5760669,88.42006758,0.0009307689556,10.907142857142857,304.6033334,0
2,35,504,0,93.0,0.0,19,3,2021,22.642931,88.8930579,0.09780574633,20.0,301.7566666,1
2,16,560,0,11.0,0.0,25,1,2021,16.083333,77.166667,8.27e-06,10.907142857142857,307.192,0
3,17,221,0,19.0,0.0,28,3,2021,9.98408,76.2741457,0.1058280007,25.0,305.15000000000003,0
3,25,328,0,10.0,0.0,4,4,2021,20.13069385,84.07904761,0.0009612371809,9.0,309.16400000000004,0
3,35,549,0,126.0,0.0,31,3,2021,23.391717,87.90621212,0.004923739049,14.0,305.7766666,1
3,17,221,0,37.0,0.0,9,3,2021,9.98408,76.2741457,0.02291590332,35.0,306.5766666,0
4,17,221,0,50.0,0.0,5,4,2021,9.98408,76.2741457,0.3541519613,27.0,303.65000000000003,0
4,17,515,7,7.0,0.0,1,4,2021,10.78789845,76.47408711,0.6474464086,22.0,305.312,0
4,22,217,0,8.0,0.0,5,4,2021,25.40237355,91.83254097,0.8692736935,23.0,299.368,0
4,35,72,0,41.0,0.0,6,4,2021,23.41146995,87.84499445,0.02559297015,10.907142857142857,306.36,0
4,35,277,0,31.0,0.0,5,4,2021,22.5736296,88.3251045,0.04199322725,11.0,305.7633334,0
4,35,274,6,25.0,0.0,7,4,2021,22.9052114,88.3760639,0.03927329535,10.907142857142857,305.37,0
5,22,212,0,24.0,0.0,9,4,2021,25.61849455,90.63421622,0.2053087171,27.0,301.36333340000004,0
5,35,662,0,120.0,1.0,4,4,2021,22.5760669,88.42006758,0.02131883061,11.0,305.42,1
